[kernel] Parsing duff_rte.c (with preprocessing)
[wp] Running WP plugin...
[wp] Warning: Missing RTE guards
[wp] duff_rte.c:7: Warning: 
  Missing assigns clause (assigns 'everything' instead)
[wp] [Unknown] typed_duffsDevice_assert_rte_mem_access_14_part3 (Qed 46ms) (CVC5)
[wp] [Unknown] typed_duffsDevice_assert_rte_mem_access_14_part5 (Qed 10ms) (CVC5)
[wp] [Unknown] typed_duffsDevice_assert_rte_mem_access_14_part4 (Qed 16ms) (CVC5)
[wp] [Unknown] typed_duffsDevice_assert_rte_mem_access_16_part1 (Qed 45ms) (CVC5)
[wp] [Unknown] typed_duffsDevice_assert_rte_mem_access_15_part8 (Qed 62ms) (CVC5)
[wp] [Unknown] typed_duffsDevice_assert_rte_mem_access_15_part7 (Qed 4ms) (CVC5)
[wp] [Unknown] typed_duffsDevice_assert_rte_mem_access_15_part6 (Qed 11ms) (CVC5)
[wp] [Unknown] typed_duffsDevice_assert_rte_mem_access_15_part5 (Qed 16ms) (CVC5)
[wp] [Unknown] typed_duffsDevice_assert_rte_mem_access_15_part4 (Qed 21ms) (CVC5)
[wp] [Unknown] typed_duffsDevice_assert_rte_mem_access_15_part3 (Qed 28ms) (CVC5)
[wp] [Unknown] typed_duffsDevice_assert_rte_mem_access_15_part2 (Qed 35ms) (CVC5)
[wp] [Unknown] typed_duffsDevice_assert_rte_mem_access_15_part1 (Qed 46ms) (CVC5)
[wp] [Unknown] typed_duffsDevice_assert_rte_mem_access_14_part7 (Qed 62ms) (CVC5)
[wp] [Unknown] typed_duffsDevice_assert_rte_mem_access_14_part6 (Qed 7ms) (CVC5)
[wp] [Unknown] typed_duffsDevice_assert_rte_mem_access_16_part2 (Qed 62ms) (CVC5)
[wp] [Unknown] typed_duffsDevice_assert_rte_mem_access_16_part4 (Qed 25ms) (CVC5)
[wp] [Unknown] typed_duffsDevice_assert_rte_mem_access_16_part3 (Qed 29ms) (CVC5)
[wp] [Unknown] typed_duffsDevice_assert_rte_mem_access_16_part8 (Qed 65ms) (CVC5)
[wp] [Unknown] typed_duffsDevice_assert_rte_mem_access_16_part7 (Qed 5ms) (CVC5)
[wp] [Unknown] typed_duffsDevice_assert_rte_mem_access_16_part6 (Qed 16ms) (CVC5)
[wp] [Unknown] typed_duffsDevice_assert_rte_mem_access_16_part5 (Qed 27ms) (CVC5)
[wp] [Unknown] typed_duffsDevice_assert_rte_signed_overflow_2_part8 (Qed 86ms) (CVC5)
[wp] Proved goals:    8 / 83
  Unreachable:     1
  Qed:             7 (1ms-22ms-86ms)
  Unknown:        75
[wp:pedantic-assigns] duff_rte.c:1: Warning: 
  No 'assigns' specification for function 'duffsDevice'.
  Callers assumptions might be imprecise.
